Ppd_D1,NLP3_3B,Plant_height_[cm],Spike_length_[cm],Spikelets_per_spike,Tiller_number,Internode_1_length_[cm],Internode_2_length_[cm],Internode_3_length_[cm],Internode_4_length_[cm],Internode_5_length_[cm],Internode_6_length_[cm],Spike_weight_[g],Culm_weight_[g],Number_of_grains_per_spike,Grain_weight_per_spike_[g],Grain_weight_per_plant_[ln(g)],Thousand_kernel_weight_[g],Time_before_heading_[days],Time_before_anthesis_[days],Spike_density,Grains_in_spikelet,Internode_number,Harvest_index
bb,GG,51.0,8.0,14.0,1.0,24.0,,7.5,4.0,,,1.8,0.48,40.0,1.34,0.29266961396282,33.5,60.0,62,17.5,2.857142857142857,4.0,0.587719298245614
bb,GG,64.0,8.0,16.0,1.0,23.0,15.0,11.0,5.5,2.0,,1.62,0.66,26.0,1.1,0.09531017980432493,42.30769230769231,60.0,62,20.0,1.625,5.0,0.4824561403508772
bb,GG,61.0,8.5,18.0,1.0,25.0,12.5,10.0,5.5,1.0,,1.27,0.53,23.0,0.83,-0.1863295781914935,36.08695652173913,60.0,62,21.17647058823529,1.277777777777778,5.0,0.4611111111111111
bb,GG,51.5,7.5,14.0,1.0,23.5,10.5,7.0,4.5,,,1.4,0.42,26.0,1.02,0.01980262729617973,39.23076923076923,60.0,62,18.66666666666667,1.857142857142857,4.0,0.5604395604395604
bb,GG,58.0,8.5,16.0,1.0,26.5,12.0,8.0,3.5,,,1.79,0.58,36.0,1.29,0.2546422183735808,35.83333333333334,60.0,62,18.82352941176471,2.25,4.0,0.5443037974683544
bb,GG,53.5,9.0,16.0,1.0,24.5,12.5,6.5,,,,2.25,0.63,42.0,1.58,0.4574248470388755,37.61904761904762,60.0,62,17.77777777777778,2.625,4.0,0.5486111111111112
bb,GG,65.0,8.0,17.0,1.0,29.5,12.0,10.0,4.5,1.0,,0.94,0.48,15.0,0.56,-0.579818495252942,37.33333333333334,60.0,62,21.25,0.8823529411764706,5.0,
bb,GG,55.5,8.5,16.0,4.0,23.0,12.5,7.5,4.0,,,1.45,0.47,42.0,1.09,1.124929596985483,25.95238095238095,60.0,62,18.82352941176471,2.625,4.0,0.5677083333333334
bb,GG,72.0,8.0,16.0,4.0,,15.5,7.5,6.0,,,1.75,,28.0,0.53,0.8372475245337022,,60.0,62,20.0,1.75,4.0,
bb,GG,64.0,8.5,17.0,2.0,24.0,16.5,9.0,6.0,,,1.66,0.54,35.0,1.13,1.018847320199247,32.28571428571428,60.0,62,20.0,2.058823529411764,4.0,0.5136363636363636
bb,GG,61.0,8.5,17.0,2.0,22.5,14.5,9.5,6.0,1.0,,1.42,0.47,33.0,1.03,0.688134638736401,31.21212121212121,60.0,62,20.0,1.941176470588235,5.0,0.544973544973545
bb,GG,58.0,9.0,17.0,3.0,22.0,13.0,8.0,5.5,1.5,,1.96,0.55,37.0,1.54,1.460937904115656,41.62162162162162,60.0,62,18.88888888888889,2.176470588235294,5.0,0.6135458167330679
bb,GG,58.0,9.5,16.0,2.0,20.5,13.5,9.0,6.0,,,1.46,0.46,38.0,1.07,0.5653138090500605,28.15789473684211,60.0,62,,2.375,4.0,0.5572916666666667
bb,GG,57.0,,18.0,3.0,24.5,9.5,8.5,5.0,,,2.52,0.68,48.0,1.94,1.43983512804792,40.41666666666666,60.0,62,,2.666666666666667,4.0,0.60625
bb,GG,69.5,9.0,,3.0,28.0,13.5,,6.0,,,1.67,0.63,39.0,1.05,0.6259384308664954,26.92307692307692,60.0,62,,,4.0,0.4565217391304348
bb,GG,68.0,9.5,,,22.0,15.5,10.0,8.0,4.5,,2.29,0.71,48.0,1.58,1.919859471855371,32.91666666666666,60.0,62,,,5.0,0.5266666666666667
bb,GG,57.0,8.0,,3.0,26.5,10.5,8.0,5.0,,,0.79,0.35,21.0,0.35,0.5481214085096876,,60.0,62,,,4.0,
bb,GG,65.5,8.5,17.0,2.0,27.0,16.5,9.0,4.5,,,1.9,0.64,44.0,1.49,0.9122827104766164,33.86363636363637,60.0,62,20.0,2.588235294117647,4.0,0.5866141732283464
bb,GG,50.5,8.0,17.0,2.0,18.0,11.5,9.0,4.5,,,1.15,0.44,25.0,0.52,-0.4307829160924542,,60.0,62,21.25,1.470588235294118,4.0,
bb,GG,61.0,7.5,14.0,2.0,30.5,13.0,,5.5,,,0.8,0.44,27.0,0.45,0.06765864847381486,,60.0,62,18.66666666666667,1.928571428571429,4.0,
bb,GG,63.0,,18.0,,25.5,14.0,8.5,5.0,,,2.62,0.79,,1.97,1.521698998126094,32.83333333333334,60.0,62,,,4.0,0.5777126099706744
bb,GG,64.5,8.0,15.0,3.0,25.0,13.0,10.0,6.5,3.0,,1.7,0.61,42.0,1.23,0.5596157879354227,29.28571428571428,60.0,62,18.75,2.8,5.0,0.5324675324675324
bb,GG,59.0,9.5,17.0,2.0,24.5,16.5,,3.5,,,2.5,0.62,42.0,1.86,1.000631880307906,44.28571428571428,60.0,62,17.89473684210526,2.470588235294118,4.0,0.5961538461538461
bb,GG,70.0,8.5,14.0,,31.0,17.5,7.0,6.5,,,1.58,0.73,42.0,1.04,1.166270937141924,,60.0,62,,3.0,4.0,0.4502164502164502
bb,GG,65.5,,,,24.5,17.0,8.0,6.0,,,,,,,1.87640694328834,43.96551724137931,60.0,62,,,4.0,
bb,GG,60.5,9.5,18.0,3.0,27.5,14.0,7.0,,,,2.51,0.84,,1.8,1.033184483345654,31.57894736842105,60.0,62,18.94736842105263,,4.0,0.537313432835821
bb,GG,73.0,7.5,14.0,,28.0,19.5,8.0,7.0,3.5,,1.42,0.83,42.0,1.0,1.521698998126094,,60.0,62,18.66666666666667,3.0,5.0,0.4444444444444444
bb,GG,63.0,8.5,17.0,4.0,25.5,13.0,10.5,6.0,,,1.23,0.48,29.0,0.65,0.5187937934151676,,60.0,62,20.0,1.705882352941176,4.0,
bb,GG,75.0,9.0,18.0,3.0,29.0,15.5,,6.5,2.5,,1.64,0.75,36.0,1.09,0.6365768290715511,30.27777777777778,60.0,62,20.0,2.0,5.0,0.4560669456066946
bb,GG,57.0,9.0,17.0,2.0,21.0,16.0,8.0,3.5,,,2.61,0.74,52.0,1.84,1.026041595833274,35.38461538461539,60.0,62,18.88888888888889,3.058823529411764,4.0,0.5492537313432837
bb,GG,60.5,8.5,17.0,4.0,21.5,14.0,10.0,7.0,,,2.34,0.58,48.0,1.79,1.536867219599265,37.29166666666666,60.0,62,20.0,2.823529411764706,4.0,0.613013698630137
bb,HG,68.5,7.5,16.0,,26.5,15.0,,6.5,2.5,,1.48,0.55,35.0,1.06,1.467874348112314,30.28571428571428,60.0,71,21.33333333333333,2.1875,5.0,0.522167487684729
bb,HG,61.0,8.0,17.0,3.0,30.0,11.5,8.5,4.0,,,1.01,0.38,27.0,0.67,0.3148107398400336,,60.0,71,21.25,1.588235294117647,4.0,0.4820143884892086
bb,HG,71.0,9.0,,3.0,20.0,16.5,,,4.5,,2.68,,47.0,2.14,1.35066718347674,45.53191489361702,60.0,71,,,5.0,
bb,HG,64.5,8.0,16.0,,30.5,11.5,10.5,5.5,,,1.22,0.45,23.0,0.86,1.501852701754163,37.39130434782609,60.0,71,20.0,1.4375,4.0,0.5149700598802396
bb,HG,70.0,7.5,17.0,2.0,31.0,17.0,8.5,5.5,,,0.73,0.43,23.0,0.48,-0.4462871026284195,,60.0,71,22.66666666666667,1.352941176470588,4.0,0.4137931034482759
bb,HG,70.0,8.5,17.0,2.0,27.0,17.0,11.0,7.0,,,1.57,0.52,39.0,1.09,0.6678293725756556,27.94871794871795,60.0,71,20.0,2.294117647058823,4.0,0.521531100478469
bb,HG,67.0,8.0,17.0,2.0,24.0,14.5,10.5,7.5,3.5,,0.6,0.35,22.0,0.34,-0.3710636813908321,,60.0,71,21.25,1.294117647058824,5.0,
bb,HG,70.0,8.0,17.0,3.0,25.5,15.5,,6.5,3.0,,1.46,0.52,26.0,0.95,0.6097655716208942,36.53846153846154,60.0,71,21.25,1.529411764705882,5.0,0.4797979797979798
bb,HG,55.5,7.5,15.0,2.0,21.5,11.0,9.5,5.0,1.5,,1.28,0.38,28.0,0.87,0.4946962418361071,31.07142857142857,60.0,71,20.0,1.866666666666667,5.0,0.5240963855421686
bb,HG,,8.0,16.0,2.0,,19.0,9.0,5.5,1.0,,0.94,0.63,30.0,0.62,-0.3566749439387324,,60.0,71,20.0,1.875,5.0,
bb,GG,73.5,8.5,16.0,4.0,25.0,18.0,11.0,8.0,3.0,,2.52,0.75,45.0,2.04,1.572773928062509,45.33333333333334,60.0,71,18.82352941176471,2.8125,5.0,0.6238532110091743
bb,HG,67.0,7.5,15.0,,26.5,18.0,8.5,5.0,2.5,,0.79,0.42,21.0,0.38,0.06765864847381466,,60.0,71,20.0,1.4,5.0,
bb,HG,61.0,8.5,17.0,2.0,24.0,15.0,8.5,5.0,,,2.32,0.64,42.0,1.71,0.9477893989335261,40.71428571428572,60.0,71,20.0,2.470588235294118,4.0,0.5777027027027027
bb,HG,67.0,7.0,16.0,1.0,26.0,14.5,,6.0,2.0,,2.11,,35.0,0.94,-0.06187540371808753,26.85714285714286,60.0,71,22.85714285714286,2.1875,5.0,
bb,HG,56.5,8.0,16.0,1.0,21.0,14.0,9.0,5.0,,,1.26,0.37,31.0,0.91,-0.09431067947124129,29.35483870967742,60.0,71,20.0,1.9375,4.0,0.5582822085889572
bb,HG,74.0,7.5,16.0,1.0,,17.5,8.5,6.0,1.5,,0.88,0.48,23.0,0.54,-0.616186139423817,,60.0,71,21.33333333333333,1.4375,5.0,0.3970588235294119
bb,HG,71.5,6.5,15.0,1.0,33.0,17.0,,4.0,,,,0.47,18.0,0.19,,,60.0,71,23.07692307692308,1.2,4.0,
bb,AG,68.5,8.0,17.0,,24.0,15.5,,7.0,3.0,,,,36.0,1.46,1.413423028508143,40.55555555555556,60.0,71,21.25,2.117647058823529,5.0,
bb,HG,67.0,7.0,17.0,2.0,28.0,11.5,10.0,7.0,4.0,,0.61,0.48,13.0,0.18,-0.3285040669720361,,60.0,71,24.28571428571428,0.7647058823529411,5.0,
bb,HG,,9.0,18.0,,26.5,19.5,11.0,,5.0,,2.6,0.83,46.0,2.0,1.879465049647161,43.47826086956522,60.0,71,20.0,2.555555555555555,5.0,0.5830903790087463
bb,HG,69.0,8.0,16.0,4.0,32.0,14.0,10.5,5.0,,,1.31,0.45,28.0,0.88,0.8415671856782185,31.42857142857143,60.0,71,20.0,1.75,4.0,0.5
bb,HG,74.0,9.5,18.0,3.0,,17.0,,,,,1.62,0.62,30.0,1.17,0.9932517730102834,39.0,60.0,71,18.94736842105263,1.666666666666667,5.0,0.5223214285714285
bb,HG,68.0,8.0,18.0,3.0,23.5,15.0,,7.0,2.5,,0.6,0.34,21.0,0.31,-0.4620354595965587,,60.0,71,22.5,1.166666666666667,5.0,
bb,HG,73.5,8.0,18.0,4.0,27.0,16.5,,7.5,4.0,,1.93,0.67,44.0,1.64,1.465567542014399,37.27272727272727,60.0,71,22.5,2.444444444444445,5.0,0.6307692307692307
bb,HG,62.0,9.0,17.0,2.0,26.0,14.5,8.5,6.0,,,1.69,0.58,37.0,1.18,0.6418538861723947,31.89189189189189,60.0,71,18.88888888888889,2.176470588235294,4.0,0.5198237885462554
bb,GG,59.0,,,3.0,22.0,15.5,8.0,4.0,,,,0.87,52.0,,1.483874689458755,42.69230769230769,62.0,62,,,4.0,
bb,GG,45.5,7.5,,2.0,,14.0,11.0,5.5,2.0,,1.61,0.75,27.0,1.18,0.7178397931503168,43.7037037037037,62.0,62,,,5.0,0.4999999999999999
bb,GG,61.0,8.5,18.0,4.0,25.0,17.0,8.0,4.0,,,1.65,0.69,32.0,1.26,1.483874689458755,39.375,62.0,62,21.17647058823529,1.777777777777778,4.0,0.5384615384615385
bb,GG,64.0,9.0,,2.0,26.0,14.5,10.0,4.5,1.0,,2.04,,41.0,1.59,0.7654678421395716,38.78048780487805,62.0,62,,,5.0,
bb,GG,,8.0,17.0,4.0,,,10.0,5.0,1.0,,1.11,,36.0,0.68,0.1310282624064042,,62.0,62,21.25,2.117647058823529,5.0,
bb,GG,67.0,8.0,,2.0,22.5,,9.0,7.5,1.5,,1.12,0.75,22.0,0.79,0.5822156198526637,35.90909090909091,62.0,62,,,5.0,0.4224598930481283
bb,GG,62.5,7.5,16.0,2.0,26.0,17.0,8.0,4.0,,,1.29,0.62,32.0,0.94,0.3576744442718159,29.375,62.0,62,21.33333333333333,2.0,4.0,0.4921465968586387
bb,GG,61.5,6.5,,3.0,24.0,18.5,7.0,5.0,0.5,,0.84,0.52,24.0,0.6,0.1043600153242427,,62.0,62,,,5.0,0.4411764705882353
bb,GG,48.5,7.0,17.0,2.0,13.5,14.5,9.5,4.0,,,1.39,0.6,31.0,1.06,0.4700036292457356,34.19354838709678,62.0,62,24.28571428571428,1.823529411764706,4.0,0.5326633165829147
bb,GG,54.5,7.5,17.0,3.0,22.0,15.0,7.5,3.0,,,1.65,0.54,36.0,1.34,0.8109302162163288,37.22222222222222,62.0,62,22.66666666666667,2.117647058823529,4.0,0.6118721461187215
bb,GG,63.5,8.5,,,25.0,17.0,9.0,4.5,,,1.99,,14.0,0.37,1.175573329804238,26.42857142857143,62.0,62,,,4.0,
bb,GG,61.0,7.5,16.0,2.0,30.0,12.0,8.5,3.5,,,1.28,0.54,28.0,0.96,0.6097655716208942,34.28571428571428,62.0,62,21.33333333333333,1.75,4.0,0.5274725274725275
bb,GG,48.0,7.5,16.0,2.0,,14.0,10.5,5.0,2.0,,1.51,0.73,27.0,1.1,0.3220834991691134,40.74074074074074,62.0,62,21.33333333333333,1.6875,5.0,0.4910714285714285
bb,GG,56.0,6.5,16.0,,23.0,13.5,9.5,3.5,0.5,,1.26,0.48,30.0,0.99,1.403642999454504,33.0,62.0,62,24.61538461538462,1.875,5.0,0.5689655172413793
bb,GG,52.0,8.0,18.0,2.0,14.0,17.0,8.5,4.5,,,1.78,0.72,29.0,1.35,0.8109302162163288,46.55172413793103,62.0,62,22.5,1.611111111111111,4.0,0.54
bb,GG,63.5,7.0,16.0,4.0,27.5,18.0,6.5,5.0,,,1.01,0.56,28.0,0.75,0.9745596399981308,26.78571428571428,62.0,62,22.85714285714286,1.75,4.0,0.4777070063694268
bb,GG,68.0,8.0,,4.0,25.5,18.0,,5.0,,,2.23,0.78,47.0,1.83,1.383791230901772,38.93617021276596,62.0,62,,,4.0,0.6079734219269104
bb,GG,63.5,7.0,16.0,2.0,22.0,15.0,11.0,6.5,2.0,,,0.59,36.0,1.49,0.9783261227936078,41.38888888888889,62.0,62,22.85714285714286,2.25,5.0,
bb,GG,62.0,8.5,,2.0,15.5,17.5,,7.0,2.5,,1.81,,36.0,1.45,0.6205764877251098,40.27777777777778,62.0,62,,,5.0,
bb,GG,75.5,6.5,,2.0,,,8.0,4.5,2.0,,0.94,,24.0,0.58,0.2700271372130602,,62.0,62,,,5.0,
bb,GG,57.5,8.5,,2.0,14.0,15.0,,6.5,3.0,,1.95,,35.0,1.5,0.7561219797213337,42.85714285714285,62.0,62,,,5.0,
bb,GG,53.0,8.5,17.0,3.0,20.5,14.0,6.5,3.5,,,2.15,0.67,37.0,1.65,1.061256502124341,44.5945945945946,62.0,62,20.0,2.176470588235294,4.0,0.5851063829787234
bb,GG,57.0,8.0,,2.0,15.5,18.0,11.0,5.0,,,1.65,0.71,36.0,1.26,0.7654678421395714,35.0,62.0,62,,,4.0,0.5338983050847458
bb,GG,50.0,,,3.0,13.0,14.0,8.0,4.0,1.0,,1.91,0.79,38.0,1.4,1.193922468472435,36.8421052631579,62.0,62,,,5.0,0.5185185185185185
bb,GG,,8.0,17.0,3.0,,13.5,6.5,,,,1.3,0.65,29.0,0.91,0.03729578474369693,31.37931034482759,62.0,62,21.25,1.705882352941176,4.0,0.4666666666666666
bb,GG,,7.0,,3.0,,,9.0,7.0,2.5,,1.0,0.64,21.0,0.66,0.2851789422336625,31.42857142857143,62.0,62,,,5.0,0.4024390243902439
bb,GG,50.5,9.0,18.0,,20.5,13.5,6.0,,,,1.29,0.58,26.0,0.94,1.208960345836975,36.15384615384615,62.0,62,20.0,1.444444444444444,4.0,0.5026737967914437
bb,GG,,7.0,15.0,2.0,,,9.0,5.0,0.5,,0.97,0.84,37.0,0.65,0.04879016416943205,,62.0,62,21.42857142857143,2.466666666666667,5.0,
bb,GG,,7.0,16.0,2.0,,,8.5,5.0,,,1.1,,32.0,0.72,0.5766133643039938,,62.0,62,22.85714285714286,2.0,4.0,
bb,GG,64.5,8.0,18.0,1.0,,14.5,7.5,,,,1.47,0.77,35.0,1.16,0.1484200051182732,33.14285714285715,62.0,62,22.5,1.944444444444444,4.0,0.5178571428571428
bb,GG,70.0,7.0,14.0,1.0,33.0,,6.0,4.0,,,0.97,0.74,23.0,0.62,-0.4780358009429998,26.95652173913043,62.0,62,20.0,1.642857142857143,4.0,
bb,GG,49.5,7.0,16.0,2.0,14.0,13.0,9.5,5.0,2.0,,1.1,0.45,22.0,0.86,0.6097655716208942,39.09090909090909,62.0,62,22.85714285714286,1.375,5.0,0.5548387096774193
bb,GG,57.5,7.0,16.0,1.0,15.0,,9.5,5.5,1.0,,1.2,0.67,30.0,0.89,-0.1165338162559515,29.66666666666667,62.0,62,22.85714285714286,1.875,5.0,0.4759358288770053
bb,GG,,8.5,18.0,1.0,31.0,17.5,,,3.0,,1.99,,43.0,1.58,0.4574248470388755,36.74418604651163,62.0,62,21.17647058823529,2.388888888888889,5.0,
bb,GG,70.5,7.0,14.0,1.0,27.5,17.0,,4.5,1.5,,0.79,,23.0,0.32,,,62.0,62,20.0,1.642857142857143,5.0,
bb,GG,64.5,7.5,16.0,1.0,30.5,14.0,9.0,4.5,,,1.36,0.62,35.0,1.01,0.009950330853168092,28.85714285714286,62.0,62,21.33333333333333,2.1875,4.0,0.51010101010101
bb,GG,53.0,7.0,14.0,1.0,24.0,10.0,8.5,3.5,,,0.93,0.35,23.0,0.64,-0.4462871026284195,27.82608695652174,62.0,62,20.0,1.642857142857143,4.0,0.5
bb,GG,62.5,7.5,17.0,1.0,27.0,16.0,8.0,4.5,,,1.44,0.69,35.0,1.08,0.0769610411361284,30.85714285714286,62.0,62,22.66666666666667,2.058823529411764,4.0,0.5070422535211269
bb,GG,76.5,7.0,14.0,1.0,,,7.5,4.5,,,0.79,0.72,26.0,0.48,-0.7339691750802004,,62.0,62,20.0,1.857142857142857,4.0,
bb,GG,47.5,6.0,14.0,1.0,14.5,14.5,8.0,4.5,1.5,,0.64,0.48,14.0,0.44,-0.8209805520698302,31.42857142857143,62.0,62,23.33333333333333,1.0,5.0,
bb,GG,65.5,6.0,14.0,1.0,29.0,17.5,6.5,6.0,2.0,,0.69,0.39,19.0,0.48,-0.7339691750802004,,62.0,62,23.33333333333333,1.357142857142857,5.0,0.4444444444444444
bb,GG,56.5,6.0,,1.0,26.5,17.5,6.5,,,,0.7,0.45,17.0,0.44,-0.8209805520698302,25.88235294117647,62.0,62,,,3.0,
bb,GG,52.0,8.0,,1.0,,16.0,10.0,5.5,2.0,,1.42,0.86,31.0,1.06,0.05826890812397582,34.19354838709678,62.0,62,,,5.0,0.4649122807017544
bb,GG,66.0,7.5,16.0,1.0,31.0,16.5,7.0,3.5,,,1.26,0.55,33.0,0.95,-0.05129329438755058,28.78787878787879,62.0,62,21.33333333333333,2.0625,4.0,0.5248618784530387
bb,GG,68.5,7.0,16.0,1.0,30.5,19.0,7.0,5.0,,,1.2,0.65,29.0,0.87,-0.1392620673335077,30.0,62.0,62,22.85714285714286,1.8125,4.0,0.4702702702702702
bb,GG,,6.0,15.0,2.0,,12.5,,,,,1.05,0.5,26.0,0.71,0.412109650826833,27.30769230769231,62.0,62,25.0,1.733333333333333,4.0,0.4580645161290322
bb,GG,42.0,7.0,14.0,1.0,,11.0,9.5,4.0,,,0.98,0.34,22.0,0.66,-0.4155154439616658,30.0,62.0,62,20.0,1.571428571428571,4.0,0.5
bb,GG,65.0,8.0,,1.0,28.5,18.0,8.0,,,,1.67,0.82,38.0,1.21,0.1906203596086497,31.84210526315789,62.0,62,,,4.0,0.4859437751004017
bb,AG,58.5,5.5,14.0,3.0,22.5,19.5,,5.0,1.5,,0.66,0.44,19.0,0.64,0.7839015438284094,33.68421052631579,64.0,69,25.45454545454545,1.357142857142857,5.0,0.5818181818181818
bb,AG,,8.5,,4.0,30.0,,11.0,7.0,1.5,,1.59,,33.0,1.06,1.166270937141924,32.12121212121212,64.0,69,,,5.0,
bb,AG,68.5,7.0,14.0,4.0,31.0,18.0,7.0,4.0,2.0,,0.85,0.7,26.0,0.47,0.8020015854720274,,64.0,69,20.0,1.857142857142857,5.0,
bb,AG,,7.0,17.0,,33.0,,9.0,5.0,,,1.2,,27.0,0.92,1.650579855765276,34.07407407407408,64.0,69,24.28571428571428,1.588235294117647,4.0,
bb,AG,64.0,8.5,,3.0,20.5,16.0,,6.0,2.0,,2.52,,41.0,2.0,1.300191662066479,48.78048780487805,64.0,69,,,5.0,
bb,AG,64.5,6.5,16.0,3.0,25.0,13.5,11.0,6.0,3.0,,1.2,0.45,22.0,0.99,0.7747271675523681,45.0,64.0,69,24.61538461538462,1.375,5.0,0.6
bb,AG,53.5,8.0,,2.0,15.0,10.0,,6.5,2.5,,1.79,0.86,35.0,1.36,0.9477893989335261,38.85714285714285,64.0,69,,,5.0,0.5132075471698114
bb,AG,72.0,6.5,14.0,,31.0,18.0,8.5,4.5,3.0,,0.95,0.78,29.0,0.63,1.477048724388355,,64.0,69,21.53846153846154,2.071428571428572,5.0,
bb,AG,74.0,8.0,18.0,4.0,28.5,,10.0,5.5,2.0,,1.74,0.82,39.0,1.38,1.396244691973059,35.38461538461539,64.0,69,22.5,2.166666666666667,5.0,0.5390625
bb,AG,54.0,8.5,18.0,2.0,22.5,13.0,8.5,3.0,,,1.74,0.68,33.0,1.24,0.4637340162321401,37.57575757575758,64.0,69,21.17647058823529,1.833333333333333,4.0,0.512396694214876
bb,AG,56.0,8.0,,3.0,18.0,13.0,10.5,5.0,1.5,,2.64,0.79,48.0,2.06,1.517322623526295,42.91666666666666,64.0,69,,,5.0,0.6005830903790087
bb,AG,63.0,6.5,14.0,4.0,26.0,16.0,8.0,5.0,1.5,,1.29,0.7,32.0,1.01,1.232560261177849,31.5625,64.0,69,21.53846153846154,2.285714285714286,5.0,0.507537688442211
bb,AG,64.0,6.5,15.0,,29.0,19.0,6.0,4.0,,,1.0,0.56,23.0,0.7,1.656321498332951,30.43478260869565,64.0,69,23.07692307692308,1.533333333333333,4.0,0.4487179487179487
bb,AG,71.0,9.0,,,28.0,18.5,9.5,4.0,1.5,,2.17,,42.0,1.53,1.249901736214336,36.42857142857143,64.0,69,,,5.0,
bb,AG,51.5,8.0,17.0,2.0,20.5,14.0,6.0,,,,2.21,0.67,38.0,1.71,0.9282193027394288,45.0,64.0,69,21.25,2.235294117647059,4.0,0.59375
bb,AG,55.0,8.0,18.0,3.0,,16.5,11.0,6.0,3.0,,,,46.0,,1.574846467664481,50.65217391304348,64.0,69,22.5,2.555555555555555,5.0,
bb,AG,67.0,8.0,,,28.5,15.0,10.0,5.0,1.0,,1.67,0.7,36.0,1.27,1.927164106234258,35.27777777777778,64.0,69,,,5.0,0.5358649789029536
bb,AG,57.0,8.5,,3.0,18.0,13.0,9.0,6.0,2.0,,2.32,,42.0,1.77,1.324418957401803,42.14285714285715,64.0,69,,,5.0,
bb,AG,60.5,6.5,,,18.0,14.0,,7.0,3.0,,1.77,0.71,32.0,1.37,1.360976553135601,42.8125,64.0,69,,,5.0,0.5524193548387097
bb,AG,46.0,8.0,,2.0,,13.5,10.5,4.5,1.5,,1.82,0.71,32.0,1.37,0.7514160886839212,42.8125,64.0,69,,,5.0,0.541501976284585
bb,AG,61.5,7.0,16.0,2.0,32.0,15.0,6.0,,,,1.05,0.62,28.0,0.79,0.62057648772511,28.21428571428572,64.0,69,22.85714285714286,1.75,4.0,0.4730538922155689
bb,AG,60.5,9.0,17.0,4.0,23.0,13.5,10.5,4.0,,,2.31,0.83,42.0,1.79,1.656321498332951,42.61904761904762,64.0,69,18.88888888888889,2.470588235294118,4.0,0.5700636942675159
bb,AG,53.5,8.0,18.0,4.0,17.0,12.5,10.0,5.0,1.0,,1.78,0.67,32.0,1.37,0.9969486348916096,42.8125,64.0,69,22.5,1.777777777777778,5.0,0.5591836734693878
bb,AG,72.0,8.5,,2.0,21.0,,11.0,,3.0,,1.36,,35.0,0.58,-0.1625189294977749,,64.0,69,,,5.0,
bb,AG,48.5,8.5,18.0,2.0,,15.5,9.5,5.0,1.0,,1.72,0.68,31.0,1.27,0.5247285289349821,40.96774193548387,64.0,69,21.17647058823529,1.722222222222222,5.0,0.5291666666666667
bb,AG,53.0,7.0,16.0,4.0,17.0,12.0,9.5,5.0,2.5,,1.51,0.53,31.0,1.18,0.9858167945227652,38.06451612903226,64.0,69,22.85714285714286,1.9375,5.0,0.5784313725490196
bb,AG,50.0,5.5,14.0,1.0,,19.5,8.0,6.0,3.0,,0.78,0.75,11.0,0.48,-0.7339691750802004,43.63636363636363,64.0,69,25.45454545454545,0.7857142857142857,5.0,
bb,AG,52.0,8.5,18.0,1.0,19.5,13.5,7.5,3.5,,,2.05,0.68,36.0,1.56,0.4446858212614457,43.33333333333334,64.0,69,21.17647058823529,2.0,4.0,0.5714285714285714
bb,AG,55.5,7.5,16.0,1.0,16.5,13.0,11.0,6.0,2.5,,1.35,0.8,31.0,0.97,-0.03045920748470857,31.29032258064516,64.0,69,21.33333333333333,1.9375,5.0,0.4511627906976743
bb,AG,49.0,9.5,,4.0,20.0,11.0,6.5,3.0,,,2.31,0.58,42.0,1.76,1.47932922708708,41.90476190476191,64.0,69,,,4.0,0.6089965397923875
bb,AG,46.5,9.5,,2.0,,13.0,7.0,4.0,1.0,,2.09,0.81,35.0,1.54,0.5877866649021191,44.0,64.0,69,,,5.0,0.5310344827586208
bb,AG,70.0,8.5,18.0,4.0,27.5,,6.5,5.0,2.0,,1.41,0.82,34.0,0.95,1.160020916796753,27.94117647058824,64.0,69,21.17647058823529,1.888888888888889,5.0,0.4260089686098655
bb,AG,73.0,8.0,17.0,2.0,28.5,,7.0,6.0,2.0,,1.21,0.84,31.0,0.78,0.3920420877760237,,64.0,69,21.25,1.823529411764706,5.0,
bb,AG,65.0,7.5,18.0,3.0,24.0,15.0,10.5,6.5,3.0,,1.79,0.75,38.0,1.44,1.147402452837542,37.89473684210526,64.0,69,24.0,2.111111111111111,5.0,0.5669291338582677
bb,AG,57.0,8.5,,2.0,18.5,17.0,8.5,4.5,,,,0.85,39.0,1.89,1.05431202977153,48.46153846153846,64.0,69,,,4.0,
aa,AA,60.5,7.5,15.0,3.0,26.5,14.0,8.0,4.5,,,1.94,0.54,40.0,1.49,1.029619417181158,37.25,54.0,60,20.0,2.666666666666667,4.0,0.6008064516129032
aa,AA,65.0,7.0,14.0,3.0,23.0,15.0,9.0,7.0,4.5,,1.77,0.54,36.0,1.34,0.8586616190375188,37.22222222222222,54.0,60,20.0,2.571428571428572,5.0,0.5800865800865801
aa,AA,46.5,7.5,15.0,4.0,14.0,13.0,6.5,4.0,1.5,,1.85,0.5,42.0,1.46,1.463255402256019,34.76190476190476,54.0,60,20.0,2.8,5.0,0.6212765957446809
aa,AA,53.0,8.0,17.0,,21.0,14.0,7.5,,1.5,,1.95,0.52,42.0,1.46,1.340250422618484,34.76190476190476,54.0,60,21.25,2.470588235294118,5.0,0.5910931174089069
aa,AA,61.0,8.0,16.0,4.0,23.0,14.5,8.5,5.5,1.5,,2.15,0.65,46.0,1.66,1.510721939494943,36.08695652173913,54.0,60,20.0,2.875,5.0,0.5928571428571429
